MJD,m,dm,F,r,delta,alpha
59774.54847261111,18.154,0.136,o,18.842,18.714,3.078
59774.5553046111,17.891,0.097,o,18.842,18.714,3.078
59774.565889611105,18.199,0.114,o,18.842,18.714,3.078
59777.05159461111,17.735,0.127,o,18.841,18.672,3.063
59783.36712261111,18.058,0.057,o,18.84,18.568,2.999
59783.36894761111,18.031,0.059,o,18.84,18.568,2.999
59783.37313261111,17.986,0.051,o,18.84,18.567,2.999
59783.38470661111,18.117,0.067,o,18.84,18.567,2.999
59784.580076611106,18.281,0.061,c,18.84,18.548,2.983
59784.58326761112,18.209,0.055,c,18.84,18.548,2.983
59784.60415761111,18.213,0.068,c,18.84,18.547,2.983
59784.615930611115,18.278,0.065,c,18.84,18.547,2.983
59785.069119611115,18.226,0.059,c,18.84,18.54,2.976
59785.072765611105,18.13,0.051,c,18.84,18.54,2.976
59785.093825611104,18.08,0.046,c,18.84,18.539,2.976
59785.112967611116,18.184,0.046,c,18.84,18.539,2.976
59786.57867161111,18.073,0.066,o,18.84,18.515,2.954
59786.58854361111,18.185,0.072,o,18.84,18.515,2.954
59786.59264261111,18.108,0.071,o,18.84,18.515,2.954
59786.601997611106,18.146,0.079,o,18.84,18.515,2.953
59788.56605961111,18.199,0.063,c,18.84,18.483,2.921
59788.56922561111,18.282,0.067,c,18.84,18.483,2.921
59788.574653611104,18.222,0.056,c,18.84,18.483,2.921
59788.57555861111,18.035,0.046,c,18.84,18.483,2.921
59788.57872461111,18.193,0.051,c,18.84,18.483,2.921
59788.580080611115,18.087,0.057,c,18.84,18.483,2.921
59788.58414861112,18.132,0.053,c,18.84,18.483,2.921
59788.60887261111,18.225,0.057,c,18.84,18.483,2.92
59791.4110526111,18.328,0.069,c,18.839,18.438,2.869
59791.414092611114,18.097,0.054,c,18.839,18.438,2.868
59791.4289126111,18.243,0.068,c,18.839,18.438,2.868
59791.43337361111,18.158,0.071,c,18.839,18.438,2.868
59792.45424661111,18.149,0.072,c,18.839,18.422,2.848
59792.461032611114,18.226,0.081,c,18.839,18.422,2.847
59792.484844611114,18.377,0.076,c,18.839,18.422,2.847
59792.48940161111,18.176,0.078,c,18.839,18.422,2.847
59792.49211461111,18.116,0.065,c,18.839,18.422,2.847
59796.580081611115,18.159,0.059,c,18.839,18.359,2.755
59796.58324461111,18.252,0.068,c,18.839,18.359,2.755
59796.6030366111,18.219,0.055,c,18.839,18.359,2.755
59796.612614611106,18.28,0.062,c,18.839,18.359,2.755
59797.1503886111,18.175,0.057,c,18.838,18.351,2.742
59797.15481061111,18.265,0.06,c,18.838,18.35,2.742
59797.16049361111,18.154,0.05,c,18.838,18.35,2.741
59797.165999611105,18.265,0.058,c,18.838,18.35,2.741
59799.28820261111,18.191,0.119,o,18.838,18.319,2.688
59799.30299061111,17.801,0.074,o,18.838,18.319,2.687
59799.30798561111,17.992,0.105,o,18.838,18.319,2.687
59800.440142611114,17.91,0.106,o,18.838,18.302,2.657
59800.4424046111,18.114,0.089,o,18.838,18.302,2.657
59800.44556861112,18.003,0.093,o,18.838,18.302,2.657
59800.458414611116,18.177,0.147,o,18.838,18.302,2.656
59801.05399461111,18.158,0.131,o,18.838,18.293,2.64
59803.29674261111,17.76,0.105,o,18.838,18.261,2.576
59804.50681861111,18.029,0.108,o,18.837,18.244,2.54
59804.50864561111,17.853,0.116,o,18.837,18.244,2.54
59804.51226761112,17.901,0.101,o,18.837,18.244,2.54
59804.51769361111,17.976,0.103,o,18.837,18.244,2.54
59808.5324866111,17.963,0.093,o,18.837,18.19,2.412
59808.53429661111,18.072,0.09,o,18.837,18.19,2.412
59808.537475611105,17.878,0.08,o,18.837,18.19,2.411
59808.54293861111,17.926,0.08,o,18.837,18.19,2.411
59809.479298611106,17.878,0.063,o,18.837,18.177,2.38
59809.481105611114,17.948,0.062,o,18.837,18.177,2.38
59809.49664461112,17.86,0.052,o,18.837,18.177,2.379
59809.51445561111,17.99,0.065,o,18.837,18.177,2.378
59810.46347161111,17.944,0.068,o,18.837,18.165,2.346
59810.465293611116,17.889,0.061,o,18.837,18.165,2.346
59810.470763611105,17.998,0.068,o,18.837,18.165,2.346
59810.48823561111,17.963,0.072,o,18.837,18.164,2.345
59812.52438361111,17.899,0.066,o,18.836,18.139,2.272
59812.52754961111,18.022,0.063,o,18.836,18.139,2.272
59812.53388561111,17.909,0.058,o,18.836,18.139,2.272
59812.5538916111,17.971,0.06,o,18.836,18.138,2.271
59813.025501611104,17.913,0.051,o,18.836,18.133,2.254
59813.0273036111,17.882,0.041,o,18.836,18.133,2.254
59813.03047161111,17.817,0.04,o,18.836,18.132,2.254
59813.05866761111,17.973,0.049,o,18.836,18.132,2.253
59814.5166546111,18.086,0.08,o,18.836,18.114,2.199
59814.5194136111,18.001,0.081,o,18.836,18.114,2.199
59814.54162261111,17.884,0.067,o,18.836,18.114,2.198
59814.55512561111,17.96,0.068,o,18.836,18.114,2.197
59818.49720761111,17.971,0.054,o,18.835,18.068,2.043
59818.500875611106,17.94,0.057,o,18.835,18.068,2.043
59818.50406761112,18.029,0.064,o,18.835,18.068,2.043
59818.53042561111,17.981,0.062,o,18.835,18.068,2.042
59819.266004611105,18.171,0.048,c,18.835,18.06,2.012
59820.503805611115,18.095,0.049,c,18.835,18.046,1.961
59820.5056156111,18.086,0.052,c,18.835,18.046,1.961
59820.510143611114,18.098,0.056,c,18.835,18.046,1.961
59820.54341461111,18.144,0.052,c,18.835,18.046,1.959
59822.382838611105,18.027,0.064,o,18.835,18.026,1.882
59822.41795661111,17.928,0.047,o,18.835,18.026,1.88
59822.43486161111,18.001,0.054,o,18.835,18.026,1.879
59822.457057611115,18.167,0.067,o,18.835,18.026,1.878
59823.33024661111,18.221,0.058,c,18.835,18.017,1.841
59824.4049406111,18.236,0.061,c,18.835,18.006,1.794
59824.4067486111,18.266,0.068,c,18.835,18.006,1.794
59824.44134261111,18.117,0.051,c,18.835,18.006,1.792
59824.45715361111,18.156,0.055,c,18.835,18.006,1.792
59824.992513611105,17.833,0.064,o,18.834,18.001,1.768
59824.99612161111,17.893,0.07,o,18.834,18.0,1.768
59825.00154861111,17.868,0.065,o,18.834,18.0,1.768
59825.00971361111,17.793,0.049,o,18.834,18.0,1.767
59826.487051611104,17.756,0.054,o,18.834,17.986,1.701
59826.48887161111,17.79,0.059,o,18.834,17.986,1.701
59826.49160561111,17.864,0.057,o,18.834,17.986,1.701
59826.51621061111,17.928,0.052,o,18.834,17.986,1.7
59827.0982166111,17.839,0.134,o,18.834,17.981,1.673
59827.13363161111,17.862,0.12,o,18.834,17.98,1.672
59828.964486611105,17.989,0.071,o,18.834,17.964,1.588
59828.969988611105,17.86,0.069,o,18.834,17.964,1.587
59828.97364561111,17.883,0.076,o,18.834,17.964,1.587
59828.97905861111,17.892,0.075,o,18.834,17.964,1.587
59830.430083611114,18.113,0.13,o,18.834,17.952,1.519
59830.44204461111,17.717,0.083,o,18.834,17.952,1.519
59830.44523961111,18.014,0.104,o,18.834,17.952,1.518
59831.18268061111,17.819,0.157,o,18.833,17.946,1.484
59831.18448161111,17.691,0.134,o,18.833,17.946,1.484
59831.2224546111,17.865,0.142,o,18.833,17.945,1.482
59831.229242611116,18.057,0.123,o,18.833,17.945,1.481
59836.5613026111,17.957,0.097,o,18.833,17.906,1.222
59836.56523761111,17.789,0.089,o,18.833,17.906,1.221
59836.57364261111,18.018,0.096,o,18.833,17.906,1.221
59836.58348161111,18.017,0.107,o,18.833,17.906,1.22
59837.01224461111,17.989,0.149,o,18.833,17.903,1.199
59837.015399611104,17.85,0.106,o,18.833,17.903,1.199
59837.02189161111,18.138,0.148,o,18.833,17.903,1.199
59837.03187261111,17.888,0.102,o,18.833,17.903,1.198
59837.551576611106,17.854,0.064,o,18.833,17.899,1.172
59837.566455611115,17.832,0.078,o,18.833,17.899,1.171
59837.5845796111,17.792,0.065,o,18.833,17.899,1.17
59837.589662611106,17.889,0.069,o,18.833,17.899,1.17
59838.47933461111,17.865,0.051,o,18.832,17.894,1.125
59838.48213661111,17.985,0.057,o,18.832,17.894,1.125
59838.48755261111,17.826,0.056,o,18.832,17.894,1.125
59838.522816611105,17.875,0.055,o,18.832,17.893,1.123
59840.43717961111,18.051,0.055,o,18.832,17.882,1.026
59840.4390276111,17.984,0.048,o,18.832,17.882,1.026
59840.44179761111,17.913,0.047,o,18.832,17.882,1.026
59840.449724611106,17.851,0.045,o,18.832,17.882,1.025
59840.4839296111,17.871,0.059,o,18.832,17.882,1.023
59840.48710761111,17.919,0.058,o,18.832,17.882,1.023
59840.51949961111,17.901,0.05,o,18.832,17.882,1.022
59840.526757611115,17.904,0.06,o,18.832,17.882,1.021
59842.4275776111,18.152,0.048,c,18.832,17.872,0.923
59842.43080561111,18.048,0.048,c,18.832,17.872,0.923
59842.44992261111,18.07,0.047,c,18.832,17.872,0.922
59842.46973061111,18.014,0.052,c,18.832,17.872,0.921
59843.170236611106,17.827,0.048,o,18.832,17.868,0.885
59843.17374161111,17.713,0.044,o,18.832,17.868,0.885
59843.17870061111,17.809,0.049,o,18.832,17.868,0.884
59843.19966261111,17.78,0.047,o,18.832,17.868,0.883
59844.43848961111,17.788,0.046,o,18.831,17.862,0.819
59844.44029861111,17.839,0.049,o,18.831,17.862,0.819
59844.46113461111,17.851,0.053,o,18.831,17.862,0.818
59844.46804661111,17.852,0.053,o,18.831,17.862,0.817
59848.40924361111,17.875,0.044,o,18.831,17.847,0.61
59848.41570961111,17.878,0.048,o,18.831,17.847,0.61
59848.41978361111,17.817,0.051,o,18.831,17.847,0.609
59848.44317061111,17.82,0.053,o,18.831,17.847,0.608
59850.41656461111,17.951,0.041,c,18.83,17.841,0.504
59850.418450611105,17.967,0.041,c,18.83,17.841,0.504
59850.43821061111,18.005,0.041,c,18.83,17.841,0.502
59850.45678461111,17.896,0.042,c,18.83,17.841,0.501
59851.209934611106,17.764,0.038,o,18.83,17.839,0.462
59851.23841561111,17.812,0.039,o,18.83,17.839,0.46
59851.26259561111,17.741,0.042,o,18.83,17.839,0.459
59851.26554761111,17.737,0.041,o,18.83,17.839,0.459
59852.91094761111,17.983,0.039,c,18.83,17.836,0.372
59852.9141046111,17.943,0.043,c,18.83,17.836,0.372
59852.919080611115,17.955,0.046,c,18.83,17.836,0.372
59852.92452361111,18.012,0.044,c,18.83,17.836,0.372
59854.52357761111,18.14,0.079,c,18.83,17.833,0.289
59854.535478611106,18.022,0.075,c,18.83,17.833,0.288
59854.5382666111,18.067,0.049,c,18.83,17.833,0.288
59854.54995061111,17.99,0.056,c,18.83,17.833,0.288
59855.16491761112,17.647,0.049,o,18.83,17.832,0.257
59855.16807461111,17.642,0.054,o,18.83,17.832,0.257
59855.17123161112,17.573,0.048,o,18.83,17.832,0.257
59855.19643061111,17.675,0.048,o,18.83,17.832,0.255
59858.48816261112,17.614,0.049,o,18.829,17.83,0.117
59858.49104761111,17.704,0.079,o,18.829,17.83,0.117
59858.52124261111,17.685,0.077,o,18.829,17.83,0.116
59858.5498296111,17.594,0.056,o,18.829,17.83,0.115
59859.1075786111,17.71,0.09,o,18.829,17.83,0.106
59859.10939261111,17.869,0.116,o,18.829,17.83,0.106
59859.1125546111,17.684,0.101,o,18.829,17.83,0.106
59864.42653961111,17.748,0.071,o,18.828,17.834,0.29
59864.42970561111,17.715,0.069,o,18.828,17.835,0.291
59864.435582611106,17.648,0.058,o,18.828,17.835,0.291
59864.44554661111,17.739,0.06,o,18.828,17.835,0.291
59864.5169886111,17.791,0.09,o,18.828,17.835,0.295
59864.5228916111,17.745,0.079,o,18.828,17.835,0.295
59864.54998961111,17.657,0.081,o,18.828,17.835,0.297
59864.5752276111,17.642,0.081,o,18.828,17.835,0.298
59866.44247061111,17.83,0.057,o,18.828,17.838,0.395
59866.45063361111,17.701,0.105,o,18.828,17.838,0.395
59866.453866611104,17.611,0.06,o,18.828,17.838,0.395
59866.458681611104,17.696,0.046,o,18.828,17.838,0.396
59866.46184561111,17.754,0.051,o,18.828,17.838,0.396
59866.478961611116,17.745,0.049,o,18.828,17.839,0.397
59866.49278461111,17.828,0.051,o,18.828,17.839,0.398
59867.49097461111,17.763,0.05,o,18.828,17.841,0.45
59867.51666161111,17.791,0.047,o,18.828,17.841,0.451
59867.52082561111,17.837,0.058,o,18.828,17.841,0.452
59867.52639861112,17.882,0.065,o,18.828,17.841,0.452
59868.408866611106,17.834,0.046,o,18.828,17.843,0.498
59868.412482611115,17.708,0.046,o,18.828,17.843,0.498
59868.41880261111,17.712,0.043,o,18.828,17.844,0.499
59868.429332611115,17.696,0.046,o,18.828,17.844,0.499
59869.51239561111,17.803,0.049,o,18.827,17.847,0.557
59869.532600611106,17.897,0.052,o,18.827,17.847,0.558
59869.53676061111,17.829,0.061,o,18.827,17.847,0.558
59869.55084461111,17.735,0.06,o,18.827,17.847,0.559
59870.396273611106,18.03,0.051,c,18.827,17.85,0.603
59870.39924561111,18.066,0.052,c,18.827,17.85,0.603
59870.40227461111,17.816,0.04,o,18.827,17.85,0.604
59870.422229611104,18.01,0.052,c,18.827,17.85,0.605
59870.42989061111,18.018,0.053,c,18.827,17.85,0.605
59870.434787611106,17.802,0.042,o,18.827,17.85,0.605
59870.437703611104,17.841,0.048,o,18.827,17.85,0.606
59870.44324861111,17.828,0.043,o,18.827,17.85,0.606
59871.22221761112,18.033,0.059,c,18.827,17.853,0.647
59871.22742261111,18.086,0.058,c,18.827,17.853,0.647
59871.23058961111,18.011,0.052,c,18.827,17.853,0.647
59871.26601261111,18.046,0.054,c,18.827,17.853,0.649
59871.278686611106,17.801,0.038,o,18.827,17.853,0.65
59871.28145961111,17.845,0.039,o,18.827,17.853,0.65
59871.28423261111,17.826,0.041,o,18.827,17.853,0.65
59871.2965546111,17.757,0.052,o,18.827,17.853,0.651
59872.383099611114,18.124,0.058,c,18.827,17.857,0.708
59872.417677611105,18.087,0.05,c,18.827,17.857,0.71
59872.42084061111,18.066,0.05,c,18.827,17.857,0.71
59872.42716961111,18.12,0.053,c,18.827,17.857,0.71
59872.89822161111,17.864,0.055,o,18.827,17.859,0.735
59872.900960611114,17.722,0.06,o,18.827,17.859,0.735
59872.932797611116,17.904,0.101,o,18.827,17.86,0.737
59872.93912061111,17.813,0.068,o,18.827,17.86,0.737
59874.44283761111,17.918,0.046,o,18.827,17.866,0.816
59874.44607161111,17.794,0.038,o,18.827,17.866,0.816
59874.45162561111,17.886,0.043,o,18.827,17.866,0.816
59874.462727611106,17.903,0.045,o,18.827,17.866,0.817
59875.19658261111,18.017,0.047,c,18.826,17.87,0.855
59875.20126261111,18.136,0.054,c,18.826,17.87,0.855
59875.210952611094,18.075,0.052,c,18.826,17.87,0.856
59875.23909361111,18.095,0.056,c,18.826,17.87,0.857
59876.396019611115,18.057,0.056,c,18.826,17.876,0.918
59876.40017061111,18.27,0.061,c,18.826,17.876,0.918
59876.405693611116,18.087,0.054,c,18.826,17.876,0.918
59876.41633661111,18.182,0.062,c,18.826,17.876,0.919
59876.88586761111,17.918,0.046,o,18.826,17.879,0.943
59876.88860961111,17.756,0.055,o,18.826,17.879,0.943
59876.893593611116,17.802,0.048,o,18.826,17.879,0.943
59878.3743636111,17.868,0.055,o,18.826,17.887,1.019
59878.37725361111,17.904,0.063,o,18.826,17.887,1.02
59878.384669611114,17.993,0.056,o,18.826,17.887,1.02
59878.39630761111,17.864,0.053,o,18.826,17.887,1.02
59879.16580161111,18.076,0.057,c,18.826,17.892,1.06
59879.169405611116,18.099,0.061,c,18.826,17.892,1.06
59879.175713611105,18.086,0.055,c,18.826,17.892,1.06
59879.20877961109,18.057,0.058,c,18.826,17.892,1.062
59880.39032461111,18.085,0.067,c,18.826,17.899,1.122
59880.393951611106,18.134,0.054,c,18.826,17.899,1.122
59880.39983361111,18.123,0.054,c,18.826,17.899,1.122
59880.421613611106,18.225,0.058,c,18.826,17.899,1.123
59880.7871916111,17.928,0.078,o,18.826,17.902,1.142
59880.78899361111,18.003,0.087,o,18.826,17.902,1.142
59880.793065611106,17.889,0.07,o,18.826,17.902,1.142
59880.8162666111,17.935,0.061,o,18.826,17.902,1.143
59882.382301611106,17.936,0.04,o,18.825,17.913,1.222
59882.38784261112,17.909,0.04,o,18.825,17.913,1.222
59882.3910786111,17.966,0.046,o,18.825,17.913,1.222
59882.40109961111,17.923,0.039,o,18.825,17.913,1.222
59883.124286611106,17.949,0.05,o,18.825,17.918,1.258
59883.1274376111,17.87,0.046,o,18.825,17.918,1.258
59883.13284961111,17.945,0.05,o,18.825,17.918,1.259
59883.14682961111,17.964,0.051,o,18.825,17.918,1.259
59884.375979611104,17.911,0.058,o,18.825,17.927,1.32
59884.37914861111,17.831,0.048,o,18.825,17.927,1.32
59884.38457261111,17.949,0.058,o,18.825,17.927,1.32
59884.39654461111,17.964,0.054,o,18.825,17.927,1.321
59886.38247661111,17.778,0.057,o,18.825,17.943,1.417
59887.12362561111,17.85,0.104,o,18.824,17.949,1.452
59887.126328611106,17.992,0.124,o,18.824,17.949,1.452
59887.15495861111,17.883,0.142,o,18.824,17.949,1.454
59887.18303661111,18.002,0.112,o,18.824,17.949,1.455
59892.8802036111,18.006,0.128,o,18.823,18.001,1.717
59892.904541611104,17.88,0.13,o,18.823,18.001,1.718
59892.90724561111,17.877,0.111,o,18.823,18.001,1.718
59893.39812461111,17.863,0.086,o,18.823,18.006,1.74
59893.40129361111,18.049,0.087,o,18.823,18.006,1.74
59893.417676611105,18.065,0.1,o,18.823,18.006,1.741
59893.424581611114,17.976,0.091,o,18.823,18.006,1.742
59894.34159261111,17.879,0.059,o,18.823,18.016,1.782
59894.34437561111,17.948,0.057,o,18.823,18.016,1.782
59894.351313611114,18.031,0.076,o,18.823,18.016,1.782
59894.36148661111,17.972,0.067,o,18.823,18.016,1.782
59895.41011061111,18.06,0.072,o,18.823,18.027,1.828
59895.41341061111,18.048,0.076,o,18.823,18.027,1.828
59895.43732661111,17.89,0.074,o,18.823,18.027,1.829
59896.39356661109,18.015,0.069,o,18.823,18.037,1.87
59896.3977166111,17.997,0.062,o,18.823,18.037,1.87
59896.41044661111,17.973,0.06,o,18.823,18.037,1.871
59896.45220661111,17.906,0.068,o,18.823,18.038,1.872
59896.454992611114,18.05,0.076,o,18.823,18.038,1.873
59896.47626761111,17.887,0.084,o,18.823,18.038,1.874
59896.48183361111,17.816,0.064,o,18.823,18.038,1.874
59896.85493361112,18.167,0.055,c,18.823,18.042,1.889
59896.858552611106,18.206,0.057,c,18.823,18.042,1.89
59896.8639626111,18.075,0.052,c,18.823,18.042,1.89
59896.87855961111,18.239,0.061,c,18.823,18.042,1.89
59897.26658161111,17.943,0.06,o,18.823,18.046,1.907
59897.268841611105,17.931,0.052,o,18.823,18.046,1.907
59897.2720046111,17.947,0.053,o,18.823,18.047,1.907
59897.295131611114,17.929,0.053,o,18.823,18.047,1.908
59898.3616416111,18.206,0.052,c,18.823,18.059,1.952
59898.3696146111,18.213,0.045,c,18.823,18.059,1.952
59898.372388611104,18.147,0.052,c,18.822,18.059,1.952
59898.37801161111,18.195,0.059,c,18.822,18.059,1.953
59899.079450611105,17.885,0.047,o,18.822,18.067,1.981
59899.08260661111,17.862,0.077,o,18.822,18.067,1.981
59899.08762261111,18.073,0.067,o,18.822,18.067,1.982
59899.10011361111,18.006,0.057,o,18.822,18.067,1.982
59900.8310136111,18.045,0.067,c,18.822,18.087,2.052
59900.83417261111,18.195,0.058,c,18.822,18.087,2.052
59902.28154361111,18.267,0.056,c,18.822,18.104,2.108
59902.28479161111,18.129,0.049,c,18.822,18.104,2.108
59902.310623611105,18.219,0.055,c,18.822,18.104,2.109
59902.31617161111,18.107,0.047,c,18.822,18.104,2.109
59903.06823561111,18.032,0.061,o,18.822,18.114,2.138
59903.071388611104,17.942,0.056,o,18.822,18.114,2.138
59903.0781546111,18.097,0.066,o,18.822,18.114,2.138
59903.088269611115,18.1,0.072,o,18.822,18.114,2.139
59906.322378611105,18.216,0.049,c,18.821,18.154,2.258
59906.32561361111,18.221,0.052,c,18.821,18.154,2.258
59906.331155611115,18.25,0.051,c,18.821,18.154,2.258
59906.353414611105,18.219,0.05,c,18.821,18.155,2.259
59907.084892611114,17.859,0.149,o,18.821,18.164,2.284
59907.0952646111,18.144,0.152,o,18.821,18.164,2.285
59908.30943661111,18.037,0.049,o,18.821,18.18,2.327
59908.3130546111,18.003,0.055,o,18.821,18.18,2.327
59908.33010861111,18.054,0.063,o,18.821,18.181,2.327
59911.069626611104,18.121,0.079,o,18.82,18.218,2.417
59911.07278261111,17.963,0.069,o,18.82,18.218,2.417
59911.08815861112,17.973,0.063,o,18.82,18.218,2.418
59912.815744611114,18.037,0.071,o,18.82,18.242,2.472
59912.81892161111,18.077,0.079,o,18.82,18.242,2.472
59912.8252286111,18.092,0.082,o,18.82,18.242,2.472
59912.83742061112,18.116,0.085,o,18.82,18.243,2.472
59919.107501611106,17.871,0.143,o,18.819,18.334,2.646
59919.110654611104,17.951,0.152,o,18.819,18.334,2.646
59919.120610611106,17.766,0.119,o,18.819,18.335,2.646
59920.82758461111,17.878,0.115,o,18.818,18.361,2.688
59920.830748611115,17.896,0.101,o,18.818,18.361,2.688
59920.837517611115,18.121,0.136,o,18.818,18.361,2.688
59920.847444611114,18.022,0.134,o,18.818,18.361,2.688
59923.078556611115,18.09,0.078,o,18.818,18.395,2.739
59923.08170861112,17.977,0.072,o,18.818,18.396,2.739
59923.0885526111,18.148,0.104,o,18.818,18.396,2.739
59923.098480611116,18.006,0.107,o,18.818,18.396,2.739
59927.059642611115,18.381,0.065,c,18.817,18.459,2.818
59927.06279661111,18.238,0.058,c,18.817,18.459,2.818
59927.0686526111,18.318,0.059,c,18.817,18.459,2.818
59927.07872661111,18.243,0.06,c,18.817,18.459,2.818
59931.04006761112,18.232,0.076,c,18.817,18.524,2.882
59931.049986611106,18.337,0.062,c,18.817,18.524,2.882
59948.804630611114,17.788,0.137,o,18.813,18.825,2.993
59948.81599961111,17.851,0.161,o,18.813,18.825,2.993
59960.212313611104,18.05,0.086,o,18.811,19.018,2.913
59960.215478611106,18.135,0.09,o,18.811,19.018,2.913
59964.212252611105,18.127,0.115,o,18.81,19.084,2.858
59964.24671761112,18.12,0.087,o,18.81,19.084,2.857
59964.25809961111,18.171,0.083,o,18.81,19.085,2.857
